,Type,District,Storage name,Address,Manager Name,Mobile No,Capacity in MT
253,Cold Storages,Amravati,M/S Jai Durga Industries,"Gno-122(Godown-2),At Ganeshpur,Tq.Daryapur",,,996.061
254,Cold Storages,Amravati,M/S Morshi Taluka Cooperative Agri.Purchase Sale Society,Ambada,,,261.0
255,Cold Storages,Amravati,M/S Morshi Taluka Cooperative Agri.Purchase Sale Society,Rajurwadi,,,261.0
256,Cold Storages,Amravati,M/S Shram Sadhana Trust,Amaravati,,,250.0
257,Cold Storages,Amravati,M/S Vidhyalayeen Karmachari Sahakari Path Sanstha,Ambada,,,150.0
258,Cold Storages,Amravati,"M/S. APMC, Warud",Warud,,,500.0
259,Cold Storages,Amravati,"M/S. APMC,Warud-Rajura Bazar","Rajuri, Amravati",,,1000.0
260,Cold Storages,Amravati,M/SVaibhav Warehouse (Pro. Rajesh Banwari Lal Kanungo),"Sno-11/3,Gno-36(P),Ganeshpur,T-Daryapur",,,994.999
261,Cold Storages,Amravati,Manikrao Marotrao Metkar & Ravindra Manikrao Metkar,"At Mouze Mhasala, Tal. & Dist. Amravati",,,2000.0
262,Cold Storages,Amravati,Mehrana Shakti Warehouse (Prop: Parmanand Ramavtar Agrawal),"Mauje: Pala, Tal: Nandgaon Khandeshwar, Dist: Amravati, S No. 18/1, H R No. 7.30",,,8918.68
263,Cold Storages,Amravati,Mohammad Yusuf SK. Hamza,Ambada,,,264.689
264,Cold Storages,Amravati,Mr. Amol Jaiprakash Jaiswal,"Gno-52,Mz:Hirapur,Tq.Chandur Rlw.",,,1161.19
265,Cold Storages,Amravati,Mr. Naresh Ranchhodas Mundhada,"Gno-70,Anjanwati,Tq:Dhamangaon",,,271.344
266,Cold Storages,Amravati,Mr. Premlal Shankarlal Jaiswal,"Hno-1634,Mz:Ambada,Tq:Morshi",,,127.926
267,Cold Storages,Amravati,Nerpingalai V K Sah Society Ltd,"At: Lehgaon, Tah: Morshi, Dist: Amravati",,,400.0
268,Cold Storages,Amravati,Omprakash Madanlal Gattani,Pipari,,,200.0
269,Cold Storages,Amravati,"Palasdev V.K.S., Palasdev",Purnanagar,,,206.0
270,Cold Storages,Amravati,Pingala Nagari Sahakari Pat Sanstha Maryadit,"At; Nerpingalai, Tah: Morshi, Dist: Amravati",,,500.0
271,Cold Storages,Amravati,Radheshyam Hiralal Jaiswal,Acvhalapur,,,100.606
272,Cold Storages,Amravati,Sachin Narasinh Gawande,Ambada,,,100.0
273,Cold Storages,Amravati,Sarla Ashok Mundhada (Godown A),"At Mouza: Dattapur, , At Gat No. 76/1, Pragare Talegaon, Tal: Dhamangaon, Dist: Amravati",,,973.52
274,Cold Storages,Amravati,Sarla Ashok Mundhada (Godown B),"At Mouza: Dattapur, , At Gat No. 76/1, Pragare Talegaon, Tal: Dhamangaon, Dist: Amravati",,,1003.18
275,Cold Storages,Amravati,Sarla Ashok Mundhada (Godown C),"At Mouza: Dattapur, , At Gat No. 76/1, Pragare Talegaon, Tal: Dhamangaon, Dist: Amravati",,,1041.77
276,Cold Storages,Amravati,Sarla Ashok Mundhada (Godown D),"At Mouza: Dattapur, , At Gat No. 76/1, Pragare Talegaon, Tal: Dhamangaon, Dist: Amravati",,,1070.71
277,Cold Storages,Amravati,Sau Chandrakalabai Ghanashyam Agrawal,"At: Gat No. 88, Kothara, Tal: Achalpur, Dist: Amravati",,,2900.0
278,Cold Storages,Amravati,Sau. Chandrakalabai Ghanshyam Agrawal,"Gno-88(P),Mz:Kothara,Tq.Achalpur",,,974.097
279,Cold Storages,Amravati,Sau. Deepti Manish Khandelwal,Roshankheda,,,1000.0
280,Cold Storages,Amravati,"Sau. Deepti Manish Khandelwal,Warud","Gno-40,At Roshankheda,Tq:Warud",,,3000.0
281,Cold Storages,Amravati,Sau.Kalpana Rajesh Kadu,"Gno-52,Sno-9/1,Masod,Tq.&Dist.Amravati",,,1671.98
282,Cold Storages,Amravati,Sh. Sanjay Ganpatrao Thakur,"A/P Karla, Tq. Chandur Rly",,,194.0
283,Cold Storages,Amravati,Sh. Sudhakar Gulabrao Kende,Ambada,,,255.028
284,Cold Storages,Amravati,Shamsundar Shankarlal Laddha,Morshi,,,112.0
285,Cold Storages,Amravati,Shanti Warehouse(Pro.S.K.Kothari),"S-77/1,Kamanapur,Tq:Dhamgaon",,,6032.18
286,Cold Storages,Amravati,Shetkari Seva Sahakari Society Ltd.,Ambada,,,100.0
287,Cold Storages,Amravati,Shri Amol Sukumar Sinh Raghuwanshi,"Sr.No.177/2,Shirajgaon Band,Tq.CB",,,125.704
288,Cold Storages,Amravati,Shri Amol Sukumar Sinh Raghuwanshi (Godown No. II),"Sr.No.177/2,Shirajgaon Band,Tq.CB",,,482.489
289,Cold Storages,Amravati,Shri Badrinarayan Vitthaldasji Rathi,"A/P-Hirpur,Tq.Dhamangaon Railway",,,236.232
290,Cold Storages,Amravati,Shri Bhima Sangram Jograna,"Chirodi, Tq. Chandur Rly",,,194.0
291,Cold Storages,Amravati,Shri Dilip Govindrao Gudadhe,"Ward-1,Khartalegaon,Tq.Bhatkuli",,,136.335
292,Cold Storages,Amravati,"Shri Dinkar Uttamrao Dhonde,Borgaon","Sno-141,At Borgaon Talni,Tq:Achalpur",,,100.0
293,Cold Storages,Amravati,Shri Durgashankar Ghanshyamdas Agrawal,"Gno-88(P),Mz:Kothara,Tq.Achalpur",,,974.097
294,Cold Storages,Amravati,Shri Durgesh Radhakisan Mantri,"Sr.No.61/3,Mz:Yerala>Tq.Morshi",,,979.2
295,Cold Storages,Amravati,Shri Ghanshyamdas Onkarmal Agrawal,"Gno-88(P),Mz:Kothara,Tq.Achalpur",,,974.097
296,Cold Storages,Amravati,Shri Hemant Manikrao Shrirao,"Sno-509/1,Mz:Teosa,Tq.Teosa",,,236.32
297,Cold Storages,Amravati,Shri Jugalkishore Rekchand Mundhada,"S. No.88/1, Gangakhed, Dist. Parbhani",,,605.0
298,Cold Storages,Amravati,Shri Kishore Rekchand Mundhada,"S. No.88/1, Gangakhed, Dist. Parbhani",,,605.0
299,Cold Storages,Amravati,Shri Lalitkumar Dwarkaprasad Gokulka,"Sr.No.3/1A,Dorli Dolamba,Tq.& Dist.Amravati",,,2801.88
300,Cold Storages,Amravati,Shri Madhav Vasudeo Topale,Gorala,,,142.0
301,Cold Storages,Amravati,Shri Nandkishor Uttamrao Chowdhary,Wagholi,,,123.0
302,Cold Storages,Amravati,Shri Narayanrao Vasudeorao Band,Jasapur,,,100.0
303,Cold Storages,Amravati,Shri Naresh Rekchand Mundhada,"S. No.88/1, Gangakhed, Dist. Parbhani",,,605.0
304,Cold Storages,Amravati,Shri Nawalkishore Radheyshyamji Kulawal,"Gno-5/1,Mz:Muradpur,Tq:Achalpur",,,1000.0
305,Cold Storages,Amravati,"Shri P.B.Khodaskar,Ambada","Sno-12,Mz:hirapur,Tq:Morshi",,,300.0
306,Cold Storages,Amravati,Shri Prakash Sahebrao Tekade,Sawarkhed,,,241.0
307,Cold Storages,Amravati,Shri Rampalsingh Mahavirsingh Thakur,"At Khaparkheda, Tal. Dharni, Dist. Amravati",,,200.0
308,Cold Storages,Amravati,"Shri S.R.Kokate,Ambada","Sno-52/2,Ambada,Tq:Morshi",,,100.0
309,Cold Storages,Amravati,Shri Sai Warehouse & Marketing (Pro. Dr. Vijaykumar N. Hurkut),"SurNo.41/3,Mz:Jamapur,Tq:Chandur Bazar",,,600.0
310,Cold Storages,Amravati,Shri Shivshankar Ghanshyamdas Agrawal,"Gno-88(P),Mz:Kothara,Tq.Achalpur",,,974.097
311,Cold Storages,Amravati,Shri Shyam Murlidhar Innani,"Gno-120,At Kinhi Rokade,Tq.Karanja",,,915.09
312,Cold Storages,Amravati,Shri Shyamsunder Ratanlal Khandelwal,"Gno-38,Roshankheda,Tq:Warud",,,2866.57
313,Cold Storages,Amravati,Shri Sudhakar Tukaram Gulhane,"Plot-154/162,Mz:Malkapur,Tq & Dist.",,,109.48
314,Cold Storages,Amravati,Shri Sumantrao Deshmukh,"A/P-Riddhapur,Tq.Morshi,Amravati",,,498.931
315,Cold Storages,Amravati,Shri Suresh Zinguji Metkar,"Ward No.1,At Palwadi,Tq.Teosa",,,140.922
316,Cold Storages,Amravati,Shri Thakurdas Rekchand Mundhada,"S. No.88/1, Gangakhed, Dist. Parbhani",,,605.0
317,Cold Storages,Amravati,Shri Vijay Rajbhau Paltewar,"Sno-201/2,Shahapur,Tq:Dhamangaon Rlwy",,,
318,Cold Storages,Amravati,Shri Vijay Rajbhau Paltewar,"Sr.No.201/2,At Shahapur,Tq.Dhamangaon Rlw",,,996.333
319,Cold Storages,Amravati,"Shri Vikas Bhimraoji Wasankar,Mz:Shirajgaon Band","Mz:Shirajgaon Band,Tq:Chandur Bajar",,,373.0
320,Cold Storages,Amravati,Shri Yogesh Radhakisan Mantri,"Sr.No.61/3,Mz:Yerala>Tq.Morshi",,,979.2
321,Cold Storages,Amravati,Shri. Dinesh M. Tiwari,Rajurwadi,,,391.0
322,Cold Storages,Amravati,Shri. Jeevan Vittalrao Kadu,Ambada,,,300.0
323,Cold Storages,Amravati,Shri. Kale P.J,Taker Keda Sambhu,,,100.0
324,Cold Storages,Amravati,Shri. Manish Shyamsunder Khandelwal,Roshankheda,,,2000.0
325,Cold Storages,Amravati,Shri. Maroti Mouji Deshmukh,Pipari,,,150.0
326,Cold Storages,Amravati,Shri. Nandkishore Maniklal Sarda,Mauje Hantoda,,,200.0
327,Cold Storages,Amravati,Shri. Pradeep Ramrao Khodaskar,Ambada,,,100.0
328,Cold Storages,Amravati,Shri. Pranav Pradeep Kumar Lunawat,Dhamangaon,,,761.0
329,Cold Storages,Amravati,Shri. Shyamsunder Ratanlal Khandelwal,Roshankheda,,,1000.0
330,Cold Storages,Amravati,Smt Chandrakalabai Brijmohan Agrawal,"Mouje: Wadner Gangai, Tal: Daryapur, Dist: Amravati",,,167.0
331,Cold Storages,Amravati,Smt.Maya Pramod Bute,Chanduri,,,250.0
332,Cold Storages,Amravati,Tamijabi Moh. Shakur,Ambada,,,251.17
333,Cold Storages,Amravati,V.P. Bhaiyya,"Mz-Malatpur,Tq:Dhamangaon",,,270.0
334,Cold Storages,Amravati,Vilas Ratnakar Chintalwar,Shirala,,,350.0
335,Cold Storages,Amravati,Vinod Maniklalji Saboo,"G.NO.22, MOUZE Shirasgaon TQChandbur Bazar",,,125.0
336,Cold Storages,Aurangabad,AAKASH Warehouse (Aakash Moti Sing Gaur),"Aakash Motising Gour, Gat No. 345, Jalgaon Road, Sillod",,,1000.0
337,Cold Storages,Aurangabad,"APMC, Phulambri","Phulambri, Dist: Aurangabad",,,1000.0
338,Cold Storages,Aurangabad,APMC-Fulambri,"Gno-350 At Fulambri,Tq.Fulambri",,,1049.85
339,Cold Storages,Aurangabad,APMC-Sillod (At Ambhai),"At APMC -Sillod,At Ambhai Centre,Tq.Sillod",,,581.259
340,Cold Storages,Aurangabad,APMC-Sillod (At Bharadi),"At APMC Sub-Market Yard-Bharadi,Tq.Sillod",,,581.259
341,Cold Storages,Aurangabad,APMC-Sillod (At Sillod),"At APMC - Site Sillod,Tq.Sillod",,,1176.92
342,Cold Storages,Aurangabad,APMC-Sillod (Sub Mkt Yard-Andhari),"Gno-792,At Village-Andhari,Tq.Sillod",,,235.454
343,Cold Storages,Aurangabad,Aakash Warehouse ( Anil Moti Sing Gaur ),"Anil Motising Gour, Gat No. 345, Jalgaon Road, Sillod",,,1000.0
344,Cold Storages,Aurangabad,Afsarsha Vajirsha,"At Jalki, Po. Halda, Tal. Sillod, Dist. Aurangabad",,,113.616
345,Cold Storages,Aurangabad,"Akhlakh Lalmiya Deshmukh,A/P-Kelgaon","Sno-541,Tq:Sillod",,,200.0
346,Cold Storages,Aurangabad,Ambadas K Dudhe & Dhyaneswar K Dudhe (Jt.),"Gat No.423, A/P Dongargaon, Tal. Sillod, Dist. Aurangabad",,,1474.49
347,Cold Storages,Aurangabad,Ananda Rambhau Gadekar,"Gat No.25, At Post: Nagapur, Tal: Kannad, Dist: Aurangabad",,,1000.0
348,Cold Storages,Aurangabad,Anita Pramod Patni,"Gat No. 59, At Post: Naygavhan, Tal: Phulambri, Dist: Aurangabad",,,1000.0
349,Cold Storages,Aurangabad,Arun Sukhdeo Garde,Khadkeshar,,,1000.0
350,Cold Storages,Aurangabad,Ashabai Uttam Ghuge,"Gat No. 173, At Post: Deopul, Tal: Kannad, Dist: Aurangabad",,,600.0
351,Cold Storages,Aurangabad,Ashok Sandu Pawar,"At.Post. Chincholi (Limbaji), Tal: Kannad, Dist: Aurangabad",,,1000.0
352,Cold Storages,Aurangabad,Badrinath Sopan Tayade,"Gat No. 12/2, At Post: Narsingpur, Tal: Kannad, Dist: Aurangabad",,,1000.0
353,Cold Storages,Aurangabad,Bajirao Gorakhnath Golhar & Dnyaneshwar Gorakhnath Golhar,"At Gut No.77, Garodi, Tal. & Dist. Aurangabad",,,1000.0
354,Cold Storages,Aurangabad,Bhagubai Ramesh Jadhav,"Gat No.38, Post: Kolambi, Tal: Kannad, Dist: Aurangabad",,,500.0
355,Cold Storages,Aurangabad,Bhagwan Gangaram Tabde,"Gut No.41, At Undangaon, Tal. Sillod, Dist. Aurangabad",,,664.882
356,Cold Storages,Aurangabad,Bhikabai Uttam Rajput,"Gat No. 174, At Post: Galleborgaon, Tal: Khultabad, Dist: Aurangabad",,,1000.0
357,Cold Storages,Aurangabad,Buldhana Urban Co-Op Credit Society Ltd,"GODOWN NO.2GUT NO 19,MOUJE PIMPRI,TAL SILLOD,DISTAURANGABAD",,,754.0
358,Cold Storages,Aurangabad,Buldhana Urban Co-Op Credit Society Ltd. (Godown No.1),"GODOWN NO.1GUT NO 19,MOUJE PIMPRI,TAL SILLOD,DISTAURANGABAD",,,998.0
359,Cold Storages,Aurangabad,"Chandraban Sandu Nalwade,Bazar Sawangi","Gutno841,Bazar Sawangi,Tq:Khultabad.",,,500.0
360,Cold Storages,Aurangabad,"Chandrakant Mohan Hekade,Maliwada","RSYno393,Maliwada,Tq:Aurnagabad",,,500.0
361,Cold Storages,Aurangabad,Chhayabai Raju Bhumre,"Gat No. 222, At Post: Pachod, Tal: Paithan, Dist: Aurangabad",,,1000.0
362,Cold Storages,Aurangabad,"Dadarao Dhondiba Adhane,A/P-Virmagaon","Gno-179,Mz-Virmagaon,Tq:khultabad",,,999.936
363,Cold Storages,Aurangabad,Datta Dada Badak,"Gat No. 509, At Post: Palsi, Tal: Sillod, Dist: Aurangabad",,,1000.0
364,Cold Storages,Aurangabad,Dattu Mahadu Adhav,"Gat No. 78, At Post: Maliwada, Tal& Dist: Aurangabad",,,1000.0
365,Cold Storages,Aurangabad,Devrao Saluba Aher,Mamurabad,,,504.0
366,Cold Storages,Aurangabad,Dnyaneshwar Ambadas Kolte,"At.Post.Andhari, Tal: Sillod, Dist: Aurangabad",,,500.0
367,Cold Storages,Aurangabad,Gajanan Narayan Ghuge,"Gat No.4, Sakharwed, Tah: Kannad, Dist: Aurangabad",,,1000.0
368,Cold Storages,Aurangabad,Ganesh Saraf,"Gat No. 69, Vill. Anantpur, Taluk Gangapur",,,10164.0
369,Cold Storages,Aurangabad,Gangadhar Patilba Shejul,"Gut No. 540, At Post: Palsi, Tal: Sillod, Dist: Aurangabad",,,1000.0
370,Cold Storages,Aurangabad,Ganraj Krupa Warehousing Co.,Khadkeshar,,,1000.0
371,Cold Storages,Aurangabad,Gitabai Suresh Rajput,"Gat No. 110, At Post: Chincholi, Tal: Khultabad, Dist: Aurangabad",,,1000.0
372,Cold Storages,Aurangabad,"Gnaneshwar Ramarao Ghule,Sherudi(Budruk)","Gutno353,Sherudi(B),Tq:Phulambri",,,500.0
373,Cold Storages,Aurangabad,GovIndividual Rao Ramchandra Kunde,"Kharaj, Vaizapur",,,200.0
374,Cold Storages,Aurangabad,Gramin Bhandar Yojna (Prop. Smt Vandana Dyaneshwar Khandagale,"Gut No.436, A/P Kingaon, Tal. Phulambari, Dist. Aurangabad",,,1000.0
375,Cold Storages,Aurangabad,"Gulabrao Rajaram Kale,Tajnapur","Gno-553,At Tajnapur,Tq:Khultabad",,,500.0
376,Cold Storages,Aurangabad,Ibrahim Kha Nawab Kha,"Gno-572,A/P& Tq-Fulambri,",,,999.936
377,Cold Storages,Aurangabad,"Jagannath Kondiba Tekale,Pimpalgaon","Gutno22,Pimpalgaon,Tq:Phulambri",,,500.0
378,Cold Storages,Aurangabad,Jaikumar H.Bohara,Ambada,,,150.0
379,Cold Storages,Aurangabad,"Janardhan Ganpat Adhane,Viramgaon","Gno-66,A/P-Iramgaon,Tq:Khultabad",,,1008.0
380,Cold Storages,Aurangabad,Jankabai Sukhdev Gidhane,"Gat No. 233, At Post: Chitegaon, Tal: Paithan, Dist: Aurnagabad",,,1000.0
381,Cold Storages,Aurangabad,Jayashri Vishnu Gadekar,"Gat No. 360, At Post; Dongargaon, Tal: Phulambri, Dist: Aurangabad",,,1000.0
382,Cold Storages,Aurangabad,Jaywant Sandu Gore,"Gat No. 01, At.Post> Andhari, Tal: Sillod, Dist: Aurangabad",,,500.0
383,Cold Storages,Aurangabad,Joti Prabhurao Jadhav,"Gat No. 5, At Post; Mudlwadi, Tal: Paithan, Dist: Aurangabad",,,1000.0
384,Cold Storages,Aurangabad,"Kacharu Narayan Agade,Bazar Sawangi","Gutno76,Sobalgaon,Tq:Khultabad.",,,500.0
385,Cold Storages,Aurangabad,Kadubai Uttam Mate,"Gat No. 23, At Post: Nandada, Tal: Gangapur, Dist: Aurangabad",,,1000.0
386,Cold Storages,Aurangabad,"Kailash Sarjerao Nalwade,Bazar Sawangi","Gutno838Bazar Sawangi,Tq:Khultabad.",,,500.0
387,Cold Storages,Aurangabad,Kakasaheb Damodar Vetal,Mamurabad,,,504.0
388,Cold Storages,Aurangabad,Kautik Bajirao Jadhav,Rail,,,500.0
389,Cold Storages,Aurangabad,Kesarbai Chandrakant Mandule,"Gat No. 43, At.Post: Palshi (Kh), Tal: Kannad, Dist: Aurangabad",,,500.0
390,Cold Storages,Aurangabad,Latabai Ganpat Dhange,"Gat No.231, At Post: Sharnapur, Tal & Dist: Aurangabad",,,1000.0
391,Cold Storages,Aurangabad,Latabai Ramnarayan Mundada,"Gat No. 153, At Post: Pategaon, Tal: Paithan, Dist; Aurangabad",,,700.0
392,Cold Storages,Aurangabad,Laxman Karbhari Gunjal,"GNo.77/1,At Post Bazar Sawangi,Tq. Khultabad",,,504.0
393,Cold Storages,Aurangabad,Lilabai Bharatsingh Marmat,"Gat No. 96, At Post: Murudwadi, Tal: Kannad, Dist: Aurangabad",,,1000.0
394,Cold Storages,Aurangabad,M/S Aakash Warehouse (Shri Anil Motising Gaur),"Sr.No.345,At & Tq.Sillod",,,3474.0
395,Cold Storages,Aurangabad,M/S Anand Warehousing & Agro Processing,Gangapur,,,4462.0
396,Cold Storages,Aurangabad,M/S Green Gold Seeds Ltd.,"Narayanpur Shivar, Waluj",,,10000.0
397,Cold Storages,Aurangabad,M/S Nath Cold Retreads,MIDC Waluj,,,968.0
398,Cold Storages,Aurangabad,M/S Navin Warehouses(Prop.Mr. Navin Santosh Agrawal),"Gno-431,70,69,Aurangabad-Jalgaon Road,Sillod",,,999.6
399,Cold Storages,Aurangabad,M/S Pratibha Enterprises (Prop. Smt Kanta Gendmal Marlecha),"Plot No. X-10, Commercial Zone, MIDC, Near Khandala Village Shrirampur-Sangamner Road, Dist. Ahmednagar",,,2750.0
400,Cold Storages,Aurangabad,M/S Rohit Warehouses(Prop.Mr. Rohit Santosh Agrawal),"Gno-431,70,69,Aurangabad-Jalgaon Road,Sillod",,,999.6
401,Cold Storages,Aurangabad,M/S Sahara Warehousing Services,"Gno-66,A/P-Georai,Tq.&Dist.Aurangabad",,,2299.85
402,Cold Storages,Aurangabad,Madhavrao Patilba Tayde,"Gat No.18, At Post: Andhari, Tal: Sillod, Dist: Aurangabad",,,500.0
403,Cold Storages,Aurangabad,Madhukar Shankar Mule,"Gat No.332, At Post: Andhari, Tal: Sillod, Dist: Aurangabad",,,500.0
404,Cold Storages,Aurangabad,Maharashtra State Warehousiing Corporation,"Mouze Satara, Dist. Aurangabad",,,3769.67
405,Cold Storages,Aurangabad,Maharashtra State Warehousing Corporation,Mkt Yard Malegaon,,,2400.0
406,Cold Storages,Aurangabad,Maharashtra State Warehousing Corporation,"Midc,Plot No. B-35,Chandrapur",,,5267.79
407,Cold Storages,Aurangabad,Maharashtra State Warehousing Corporation,"Midc,Plt No.B-2,Gangakhed",,,3518.76
408,Cold Storages,Aurangabad,Mandabai Jagdish Dabhade,"Gat No. 113, At Post: Hivarkheda (Gaautala), Tal: Kannad, Dist: Aurangabad",,,1000.0
409,Cold Storages,Aurangabad,Mangalabai Bhagwan Jadhav,"Gat No. 410, At Post: Pishor, Tal: Kannad, Dist: Aurangabad",,,500.0
410,Cold Storages,Aurangabad,Manohar Walmik Ghule,"Gat No.1, At: Hasnkheda, Post: Chapaner, Tal: Kannad, Dist: Aurangabad",,,70.0
411,Cold Storages,Aurangabad,Mr Uttam Bhurao Gavhane,"Gut No. 19(P), At: Bodhwad, Tal: Sillod, Dist: Aurangabad",,,250.0
412,Cold Storages,Aurangabad,Mr Vikas Raosaheb Dandge,"At Post: Warud Kazi, Tal & Dist: Aurangabd",,,250.0
413,Cold Storages,Aurangabad,Mr. Ashok Baburao Jadhav,"Gno-707,V-Shivoor,Tq.Vaijapur",,,1000.01
414,Cold Storages,Aurangabad,"Mr. Babu Sakru Rathod,A/P-Jatwada","Gno-32,A/P-Jatwada,Tq:Aurangabad",,,500.0
415,Cold Storages,Aurangabad,"Mr. Digambar Vithal Kale,A/P-Salukheda","Gno-106,A/P-Salukheda,Tq:Khultabad",,,500.0
416,Cold Storages,Aurangabad,Mr. Eknath Dhndiba Mithe,"Gno-49,Naigaon,Tq:Gangapur",,,1998.36
417,Cold Storages,Aurangabad,Mr. Eknath Dhondiba Mithe,"Gno-49,At Naigaon,Tq:Gangapur",,,1008.0
418,Cold Storages,Aurangabad,"Mr. Esaram Uttamrao Matkar,A/P-Pathoda(Waladgaon)","Gno-140,A/P-Pathoda(Waladgaon)",,,1000.0
419,Cold Storages,Aurangabad,"Mr. Ganesh Bhikanrao Adhane,A/P-Viramgaon","Gno-186,Mz:Viramgaon,Tq:khultabad",,,500.0
420,Cold Storages,Aurangabad,"Mr. Ganesh Ranbhaji Gadekar,A/P-Nidhona","Gno-76,A/P-Nidhona,Tq:Fulambri",,,500.0
421,Cold Storages,Aurangabad,Mr. Girish Prabhakar Gupta,"G.No.166,At Madani,Tq.Sillod",,,799.69
422,Cold Storages,Aurangabad,"Mr. Jagannath Supadu Adhane,A/P-Viramgaon","Gno-66,Tq:Khultabad",,,500.0
423,Cold Storages,Aurangabad,Mr. Janardhan Murlidhar Chakre,"Gno-5,At Khojewadi,Tq.Gangapur",,,290.832
424,Cold Storages,Aurangabad,"Mr. Kacharu Nathu Bhosale,A/P-Georai","Gno-14,A/P-Georai,Tq:Aurangabad",,,999.936
425,Cold Storages,Aurangabad,"Mr. Kaduba Punajaji Gaikwad,R/O-Phulambri","Gno-572,At & Tq: Phulambri,",,,505.98
426,Cold Storages,Aurangabad,Mr. Kadubal Dashrath Chakre,"Gno-5,At Khojewadi,Tq.Gangapur",,,537.821
427,Cold Storages,Aurangabad,Mr. Kalyan Gangadhar Chakre,"Gno-5,At Khojewadi,Tq.Gangapur",,,540.286
428,Cold Storages,Aurangabad,Mr. Kashinath Ganpat Janjal,"Sr.No.267,At New Chinchpur,Tq.Silld",,,242.642
429,Cold Storages,Aurangabad,"Mr. Khandu Pandu Dandekar,A/P-Kandgaon","Gno-14,A/P-Kandgaon,Tq:Khultabad",,,500.0
430,Cold Storages,Aurangabad,"Mr. Kisan Poma Rathod,A/P-Tisgaon","Gno-89,A/P-Tisgaon,Tq:Khultabad",,,500.0
431,Cold Storages,Aurangabad,Mr. Krishna Kumar Banvarilal Khandelwal,"Plot-66 & 67, At Undangaon,Tq.Sillod",,,145.951
432,Cold Storages,Aurangabad,Mr. Laxman Parbhat Laggard,"Gno-28/8,A/P-Wadod(Khurd),Khulatabad",,,504.0
433,Cold Storages,Aurangabad,"Mr. Pankaj Shankarrao Adhane,A/P-Khatanapur","Gno-1,A/P-Khatanapur,Tq:Khultabad",,,1000.0
434,Cold Storages,Aurangabad,"Mr. Pradip Chaganrao Padalkar,A/P-Fulambri","Gno-879,A/P & Tq:Fulambri",,,500.0
435,Cold Storages,Aurangabad,Mr. Radhakisan Girjalal Rathi,"Gno-128,A/P-Pathri,Tq:Phulambri",,,999.18
436,Cold Storages,Aurangabad,"Mr. Rajendra Laxman Mahajan,A/P-Babra,Tq:Fulambri","Gno-559,A/P-Babra,Tq:Fulambri",,,500.0
437,Cold Storages,Aurangabad,Mr. Sanjay Asaram Shelke,"Sr.No.1,A/P Asegaon,Tq.Gangapur",,,556.177
438,Cold Storages,Aurangabad,"Mr. Santosh Kacharu Thorat, Ambegaon","Plot-41,Gno-2,Ambegaon,Tq:Gangapur",,,700.0
439,Cold Storages,Aurangabad,"Mr. Santosh Karbari Magar,A/P-Hiwarkheda","Gno-133,A/P-Hiwarkheda,Tq:Kanad",,,500.0
440,Cold Storages,Aurangabad,"Mr. Shankarrao Dhondiba Adhane,A/P-Sarai","Gno-50,A/P-Sarai,Tq:Khultabad",,,1000.0
441,Cold Storages,Aurangabad,"Mr. Sheshrao Uttam Chavan,A/P-Dokteshwar","Gno-25,At Dokateshwar,Tq:Aurangabad",,,600.0
442,Cold Storages,Aurangabad,"Mr. Shivram B.Kunjar,Valuj","Gno-379,At Waluj,Tq:Gangapur",,,650.0
443,Cold Storages,Aurangabad,Mr. Subhashchand H.Bohra & One,"Gno-3,Waluj,Tq:Gangapur,Aurangabad",,,2514.24
444,Cold Storages,Aurangabad,Mr. Suresh Harsing Karghe,"Gno-923,A/P-Halda,Tq.Sillod",,,234.785
445,Cold Storages,Aurangabad,Mr. Uttamraom Mhatraji Bansode,"Gno-625,At & Tq;Phulambri",,,
446,Cold Storages,Aurangabad,"Mr. Vasantrao GovIndividual Rao Wagh,A/P-Adul(Khurd)","Gno-95/,A/P-Adul(Khurd),Tq:Paithan",,,750.0
447,Cold Storages,Aurangabad,Mr. Vijay Vishnu Bankar,"Gno-782,Vaijapur Rd.,Shivoor,Tq.Vaijapur",,,1000.05
448,Cold Storages,Aurangabad,"Mr. Vilas Shankarrao Mene,A/P-Kingaon","Gno-496,A/P-Kingaon,Tq:Fulambri",,,500.0
449,Cold Storages,Aurangabad,Mr. Vishnu Deorao Gadekar,"Gno-359,A/P-Dongargaon,Tq: Fulambri",,,999.936
450,Cold Storages,Aurangabad,"Mr. Vithal Dhondiba Adhane,Viramgaon","Gno-236,A/P-Viramgaoan,Tq:Khultabad",,,999.936
451,Cold Storages,Aurangabad,"Mr.Abarao Gopinath Chavan,A/P-Bhandegaon","Gno-43,A/P-Bhandegaon,Tq:khultabad",,,504.0
452,Cold Storages,Aurangabad,"Mr.Bhimrao Devrao Nalawade,A/P-Bazar Sawangi","Gno-48,A/P-Bazar Sawangi,Tq:Khultabad",,,600.0
453,Cold Storages,Aurangabad,Mr.Hari Tukaram Padaswan & Mr. Babu Tukaram Padaswan,"A/P-Pimparkheda,Tq.Kannad",,,302.618
454,Cold Storages,Aurangabad,Mrs Sharadabai Vinayak Chavan,"Gat No. 16, At:Dhamori, Tal: Gangapur, Dist: Aurangabad",,,999.93
455,Cold Storages,Aurangabad,"Mrs Ushabai Nandkishor Sonawane, Seemabai Santosh Sonawane & Umabai Vinod Sonawane","At Gut No. 36, At: Sindisirasgaon, Dist: Aurangabad",,,1000.0
